,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
334,2,0,1,2,0,0,3,32,2017,10,23,3,0,0,0,75.0,1,1
335,2,0,2,1,0,0,0,282,2017,10,10,3,0,0,0,76.67,0,1
336,2,0,2,2,0,0,0,38,2018,10,2,4,0,0,0,126.0,0,1
337,2,0,1,1,3,0,0,175,2018,7,23,4,0,0,0,85.5,1,1
338,2,0,0,3,0,0,3,143,2018,8,18,4,0,0,0,140.7,0,0
339,2,0,2,2,0,0,3,127,2018,6,26,4,0,0,0,103.7,1,1
340,1,0,0,1,0,0,0,0,2017,9,8,4,0,0,0,142.0,0,1
341,2,1,2,5,0,0,0,95,2018,12,21,4,0,0,0,103.7,3,1
342,1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
343,2,0,0,3,0,0,0,45,2018,11,10,3,0,0,0,75.0,0,1
344,3,0,1,1,0,0,3,69,2018,7,25,4,0,0,0,137.7,0,1
345,2,0,0,1,3,0,0,57,2018,9,7,4,0,0,0,87.3,3,1
346,1,0,0,2,0,0,0,5,2018,8,24,1,1,0,4,0.0,4,1
347,2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,101.5,0,1
348,2,0,0,1,0,0,0,0,2018,2,24,4,0,0,0,97.0,1,1
349,3,0,1,1,0,0,3,89,2018,8,15,4,0,0,0,150.3,1,1
350,2,0,0,4,0,0,0,85,2018,3,29,4,0,0,0,82.45,0,1
351,1,0,0,1,0,1,3,4,2018,7,1,2,1,0,3,103.0,1,1
352,1,0,2,6,0,0,0,11,2018,7,5,4,0,0,0,145.0,0,0
353,1,0,1,1,0,0,0,12,2018,7,11,4,0,0,0,145.0,1,1
354,2,0,2,2,0,0,3,77,2018,5,14,4,0,0,0,134.85,1,1
355,2,1,1,1,0,0,5,14,2018,10,22,4,0,0,0,168.25,1,1
356,1,0,2,1,0,0,0,1,2018,2,28,4,0,0,0,60.0,0,0
357,2,0,1,3,0,0,0,133,2018,6,13,3,0,0,0,76.0,0,1
358,2,0,1,2,0,0,0,3,2017,8,10,3,0,0,0,63.5,1,1
359,2,0,2,0,0,0,0,19,2018,9,18,3,0,0,0,95.0,0,1
360,2,0,2,2,0,0,3,86,2018,9,3,3,0,0,0,90.95,3,1
361,2,0,0,2,0,0,0,23,2017,10,16,4,0,0,0,98.4,2,1
362,2,0,0,1,0,0,0,65,2018,9,22,4,0,0,0,135.9,1,1
363,2,0,0,2,0,0,3,1,2018,11,16,4,0,0,0,130.0,1,1
364,2,0,0,1,0,0,3,66,2017,11,19,4,0,0,0,81.9,2,1
365,3,0,1,4,0,0,0,50,2018,2,22,4,0,0,0,78.85,1,1
366,2,0,2,3,1,0,0,87,2018,6,26,4,0,0,0,141.3,0,0
367,2,0,1,1,0,0,0,159,2018,4,9,3,0,0,0,70.0,1,1
368,2,0,2,3,1,0,0,39,2018,8,13,4,0,0,0,170.1,2,1
369,2,0,2,0,1,0,0,386,2018,10,23,4,0,0,0,115.0,1,0
370,2,2,0,5,0,0,5,22,2017,12,29,4,0,0,0,199.0,0,1
371,2,0,2,2,0,0,3,102,2018,7,10,3,0,0,0,82.45,0,1
372,4,0,0,3,0,0,6,86,2018,10,20,4,0,0,0,192.86,1,1
373,2,0,2,2,0,0,0,56,2017,9,25,3,0,0,0,185.0,0,1
374,2,0,2,6,0,0,0,36,2018,12,10,4,0,0,0,68.07,1,1
375,2,0,0,3,0,0,0,50,2018,10,4,4,0,0,0,118.8,1,1
376,2,0,0,2,0,0,3,115,2018,10,27,4,0,0,0,104.4,0,0
377,1,0,0,1,0,0,0,0,2018,3,23,2,1,0,12,65.0,0,1
378,2,0,1,3,3,0,0,35,2018,3,3,4,0,0,0,71.1,0,0
379,2,0,2,1,0,0,0,17,2018,5,21,3,0,0,0,95.0,0,1
380,2,0,4,11,0,0,3,237,2018,9,13,4,0,0,0,116.62,1,0
381,2,0,0,4,0,0,0,125,2018,9,7,4,0,0,0,136.0,2,1
382,2,2,2,2,0,0,5,32,2018,12,2,4,0,0,0,147.9,0,0
383,2,0,2,0,3,0,0,5,2018,9,18,3,0,0,0,123.7,0,1
384,2,0,2,1,0,0,0,91,2018,6,19,4,0,0,0,135.9,0,0
385,2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,109.0,0,1
386,3,0,2,1,0,0,3,9,2018,3,20,4,0,0,0,186.0,1,1
387,3,0,1,3,0,0,3,155,2018,12,26,4,0,0,0,115.6,1,0
388,2,2,0,1,0,0,5,0,2018,5,14,4,0,0,0,221.0,0,0
389,1,0,0,3,0,0,0,11,2017,9,15,2,0,0,0,65.0,0,1
390,1,0,0,1,0,0,0,0,2018,2,19,2,0,0,0,80.0,0,1
391,2,1,1,4,0,0,0,86,2018,3,23,3,0,0,0,73.83,0,1
392,1,0,0,1,0,1,0,18,2018,10,18,2,1,3,19,67.0,0,1
393,2,0,0,2,0,0,0,58,2018,3,4,4,0,0,0,80.3,1,1
394,2,0,2,1,3,0,0,54,2018,4,30,3,0,0,0,85.0,0,1
395,2,1,2,3,0,0,0,25,2018,7,23,4,0,0,0,152.1,1,0
396,2,0,0,2,0,0,0,107,2017,9,9,4,0,0,0,89.25,1,1
397,1,0,0,4,1,0,0,100,2018,9,28,3,0,0,0,110.0,0,1
398,2,0,1,2,0,0,0,273,2018,5,13,4,0,0,0,95.0,0,0
399,2,0,0,1,3,0,0,29,2018,3,18,4,0,0,0,79.0,0,1
400,2,0,0,1,0,0,0,221,2018,8,12,4,0,0,0,80.0,0,0
401,2,0,2,2,0,0,0,213,2018,10,1,4,0,0,0,102.85,2,0
402,2,0,1,2,0,0,0,198,2018,9,9,4,0,0,0,90.0,0,0
403,2,0,1,2,0,0,1,81,2018,1,29,4,0,0,0,62.37,2,1
404,2,0,0,1,3,0,0,23,2018,4,8,4,0,0,0,98.0,0,1
405,2,0,0,3,0,0,0,26,2017,9,17,4,0,0,0,117.67,1,0
406,2,0,2,1,0,0,0,20,2018,6,18,4,0,0,0,141.0,1,1
407,2,1,1,3,0,0,5,124,2018,12,26,4,0,0,0,156.61,2,0
408,3,0,0,3,0,0,3,85,2018,8,3,4,0,0,0,152.1,0,0
409,2,0,0,1,0,0,0,167,2018,8,6,4,0,0,0,105.3,0,0
410,2,0,1,3,0,0,0,71,2018,5,30,4,0,0,0,119.85,1,1
411,2,0,0,2,0,0,0,48,2018,11,4,4,0,0,0,97.2,2,1
412,1,0,0,1,3,0,0,37,2018,5,13,4,0,0,0,116.1,0,1
413,3,0,2,2,0,0,3,76,2018,5,29,4,0,0,0,150.45,0,0
414,1,0,0,1,0,0,0,13,2018,1,20,3,0,0,0,71.0,0,1
415,1,0,1,0,0,0,0,3,2018,6,27,1,0,0,0,0.0,0,1
416,2,0,1,2,0,0,3,75,2017,12,7,3,0,0,0,60.0,0,1
417,1,0,0,1,0,0,0,5,2018,4,5,2,1,0,1,89.0,1,1
418,2,0,2,0,1,0,0,386,2018,10,23,4,0,0,0,115.0,1,0
419,2,0,1,1,0,0,0,180,2018,5,2,3,0,0,0,100.0,1,1
420,2,0,1,3,3,0,0,122,2018,11,14,4,0,0,0,75.9,2,0
421,2,0,1,2,0,0,0,224,2017,10,2,3,0,0,0,65.0,0,1
422,2,0,2,2,0,0,0,24,2018,5,29,4,0,0,0,104.55,2,1
423,1,0,2,2,0,0,0,162,2018,10,14,4,0,0,0,115.0,0,0
424,3,0,1,1,0,0,3,25,2018,7,2,4,0,0,0,187.0,0,0
425,1,0,0,1,0,0,0,1,2018,8,4,4,0,0,0,115.0,0,1
426,2,0,0,4,3,0,0,236,2018,9,27,4,0,0,0,84.43,1,0
427,2,0,2,3,0,0,0,120,2018,4,8,4,0,0,0,90.95,0,0
428,2,0,1,3,1,1,3,12,2018,3,24,4,0,0,0,208.0,1,1
429,2,0,2,4,0,0,0,224,2018,9,3,4,0,0,0,97.18,1,0
430,1,0,0,4,1,0,0,33,2017,10,21,3,0,0,0,79.11,0,1
431,2,0,0,2,0,0,0,24,2018,5,13,1,0,0,0,0.0,0,1
432,2,0,0,1,0,0,3,22,2017,9,8,4,0,0,0,120.0,1,1
433,2,0,0,3,0,0,0,10,2017,10,20,4,0,0,0,126.0,1,1
434,2,0,0,2,0,0,0,15,2018,2,16,4,0,0,0,91.0,1,0
435,2,0,0,5,1,0,0,230,2018,9,6,4,0,0,0,137.0,0,0
436,2,0,0,4,0,0,0,54,2018,3,16,3,0,0,0,67.32,0,1
437,2,0,0,1,0,0,0,45,2017,10,23,4,0,0,0,81.62,0,1
438,3,0,1,3,1,0,3,63,2018,10,24,4,0,0,0,123.66,2,1
439,2,0,2,1,3,0,0,166,2018,8,6,4,0,0,0,94.5,1,1
440,2,0,1,4,0,0,0,148,2018,8,22,4,0,0,0,96.3,0,0
441,2,0,2,1,0,0,0,136,2018,8,13,4,0,0,0,88.01,1,1
442,2,0,1,3,0,0,0,37,2018,3,10,4,0,0,0,81.9,2,1
443,2,0,0,4,0,0,0,66,2018,5,11,4,0,0,0,119.85,1,1
444,1,0,0,1,0,0,0,11,2017,10,23,3,0,0,0,83.5,0,1
445,1,0,0,1,0,1,0,1,2018,4,1,2,1,0,3,67.0,1,1
446,2,0,2,2,0,0,3,7,2018,6,19,4,0,0,0,156.0,1,1
447,2,0,0,1,0,0,0,43,2017,10,13,3,0,0,0,85.0,0,1
448,2,0,3,5,0,0,3,5,2018,4,4,4,0,0,0,126.75,0,0
449,2,0,1,1,1,0,0,247,2018,6,6,4,0,0,0,115.0,1,0
450,2,0,2,1,3,0,0,24,2018,10,16,4,0,0,0,107.1,1,0
451,1,0,0,1,0,0,0,53,2018,10,14,3,0,0,0,120.0,0,1
452,2,0,2,1,0,0,0,52,2018,11,19,4,0,0,0,93.6,2,1
453,2,0,0,1,0,0,0,56,2018,6,8,3,0,0,0,120.0,0,1
454,1,0,0,1,0,0,0,12,2018,6,8,3,0,0,0,90.0,1,1
455,2,0,0,5,0,0,0,230,2018,9,6,4,0,0,0,137.0,1,0
456,2,1,1,3,0,0,0,92,2018,10,31,4,0,0,0,106.43,1,0
457,1,0,0,3,3,0,0,2,2018,5,31,4,0,0,0,87.78,0,1
458,2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1
459,2,0,0,1,3,0,0,82,2018,6,23,4,0,0,0,85.5,0,0
460,1,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,95.0,0,1
461,2,0,2,2,0,0,3,147,2018,7,1,4,0,0,0,103.7,2,1
462,1,0,0,1,0,0,0,2,2017,8,26,2,0,0,0,65.0,0,1
463,2,0,2,6,0,0,0,166,2018,8,18,4,0,0,0,100.12,0,0
464,2,0,1,3,1,1,0,28,2018,4,11,4,0,0,0,156.25,2,1
465,2,0,1,2,1,0,0,309,2018,5,13,4,0,0,0,101.0,0,0
466,2,0,1,3,1,1,0,54,2018,7,4,4,0,0,0,161.1,0,1
467,2,0,1,3,3,1,0,49,2018,12,8,4,0,0,0,83.8,2,1
468,2,1,0,1,0,1,0,1,2018,6,18,4,0,0,0,168.0,2,1
469,2,0,2,1,0,0,0,0,2017,12,27,3,0,0,0,58.0,0,1
470,2,0,2,1,1,0,0,4,2017,8,8,3,0,0,0,94.5,0,1
471,2,0,0,4,0,0,0,60,2017,12,9,4,0,0,0,96.3,1,1
472,2,0,0,1,0,0,0,157,2017,8,14,4,0,0,0,76.5,1,1
473,2,0,2,3,0,0,0,268,2018,4,8,3,0,0,0,78.0,0,1
474,2,0,1,1,3,0,0,38,2018,9,26,4,0,0,0,112.59,0,0
475,2,2,2,1,0,0,6,30,2018,6,12,4,0,0,0,187.04,0,0
476,2,0,0,1,0,1,0,2,2018,10,11,4,0,0,0,169.0,2,1
477,2,0,3,7,3,0,0,217,2018,12,5,4,0,0,0,46.63,1,1
478,2,0,0,3,0,0,0,143,2018,8,25,3,0,0,0,100.0,0,1
479,2,0,0,3,3,0,0,179,2018,10,19,4,0,0,0,85.5,2,1
480,1,0,0,2,0,0,0,188,2018,6,15,4,0,0,0,130.0,0,0
481,3,0,2,2,0,0,3,94,2018,7,8,4,0,0,0,146.7,1,1
482,1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1
483,3,0,2,2,0,0,5,2,2018,4,1,4,0,0,0,143.22,2,1
484,2,0,0,3,0,0,0,70,2017,10,22,4,0,0,0,89.25,1,1
485,2,0,1,0,3,0,0,4,2018,9,19,3,0,0,0,85.0,0,1
486,2,0,2,0,0,0,0,34,2018,2,28,1,0,0,0,6.5,1,1
487,2,2,0,1,0,0,1,16,2018,3,8,4,0,0,0,83.03,0,0
488,2,0,1,3,0,0,0,24,2018,2,11,4,0,0,0,91.0,0,0
489,2,0,2,2,3,0,0,78,2018,4,10,4,0,0,0,80.75,1,1
490,2,0,1,2,0,0,0,305,2018,11,4,4,0,0,0,89.0,0,0
491,2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1
492,2,0,2,5,0,0,0,98,2018,4,30,4,0,0,0,109.81,0,1
493,2,0,1,3,0,0,3,14,2018,12,5,4,0,0,0,70.88,0,1
494,1,0,0,2,3,0,0,44,2018,11,23,4,0,0,0,83.6,2,1
495,1,0,2,1,0,0,0,1,2018,2,28,4,0,0,0,60.0,0,0
496,2,0,0,3,0,0,0,213,2018,6,7,4,0,0,0,130.0,0,0
497,1,0,1,1,0,0,0,5,2018,4,4,4,0,0,0,95.0,1,1
498,2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
499,2,0,0,3,0,0,3,139,2018,2,11,3,0,0,0,62.0,1,1
500,2,0,2,1,0,0,1,44,2018,4,23,3,0,0,0,95.0,0,1
501,1,0,2,1,1,0,3,18,2018,2,28,4,0,0,0,145.0,1,1
502,1,0,1,0,0,0,0,0,2018,10,17,2,0,0,0,95.0,0,1
503,1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1
504,2,0,2,4,0,0,0,152,2018,6,18,3,0,0,0,80.75,0,1
505,3,0,0,4,0,0,3,42,2018,8,30,4,0,0,0,142.2,2,1
506,3,0,2,3,0,0,3,209,2018,10,21,4,0,0,0,128.7,1,0
507,2,0,2,3,0,0,0,69,2018,3,20,4,0,0,0,90.95,1,1
508,2,0,1,2,0,0,0,80,2018,11,18,4,0,0,0,93.6,2,1
509,2,0,1,2,0,0,3,49,2017,11,9,3,0,0,0,60.0,0,1
510,1,0,0,3,0,0,0,143,2018,8,25,3,0,0,0,90.0,0,1
511,2,0,2,1,3,0,0,67,2017,12,5,4,0,0,0,95.4,2,1
512,2,0,0,2,0,0,0,41,2018,10,21,4,0,0,0,160.0,1,0
513,2,0,2,1,0,0,3,154,2018,10,30,4,0,0,0,104.1,2,0
514,2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
515,2,0,0,4,0,0,0,2,2018,8,3,3,0,0,0,109.0,0,1
516,2,0,2,4,0,0,3,99,2018,4,10,4,0,0,0,93.78,1,0
517,1,0,0,2,0,0,0,14,2017,10,14,2,0,0,0,95.0,0,1
518,1,0,0,1,3,0,0,0,2018,10,15,4,0,0,0,140.0,0,1
519,2,0,1,3,0,0,0,22,2017,12,24,4,0,0,0,87.0,1,1
520,1,0,2,1,0,0,3,7,2018,3,5,4,0,0,0,85.85,1,1
521,2,0,1,3,0,0,3,84,2018,3,24,4,0,0,0,99.45,0,1
522,2,0,0,4,0,0,3,109,2018,5,4,4,0,0,0,120.28,1,1
523,1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
524,2,0,2,0,0,0,0,4,2018,4,3,4,0,0,0,77.77,1,1
525,1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
526,2,0,0,1,3,0,0,58,2018,6,10,4,0,0,0,116.1,1,1
527,3,0,0,1,1,0,3,133,2018,7,23,4,0,0,0,189.0,0,0
528,2,0,2,1,0,0,3,27,2018,6,26,4,0,0,0,152.67,0,0
529,2,0,2,3,0,0,0,27,2018,2,4,4,0,0,0,66.31,1,1
530,1,0,0,1,0,0,0,9,2017,9,10,4,0,0,0,95.0,2,1
531,2,1,0,3,0,0,0,86,2018,12,8,4,0,0,0,122.0,0,0
532,2,0,0,3,0,0,0,13,2017,12,17,3,0,0,0,58.0,0,1
533,2,0,1,3,0,0,0,0,2018,12,5,4,0,0,0,89.89,1,1
534,2,0,0,2,0,0,3,5,2018,6,21,4,0,0,0,156.0,1,1
535,2,0,1,3,0,0,3,82,2018,3,24,4,0,0,0,99.45,0,1
536,2,1,0,2,0,0,5,330,2018,8,31,4,0,0,0,172.8,0,0
537,2,0,1,3,3,0,0,3,2018,8,22,4,0,0,0,98.56,1,1
538,1,0,0,1,0,0,0,35,2018,3,10,4,0,0,0,71.1,0,0
539,1,0,6,15,0,0,3,12,2018,3,30,4,0,0,0,128.06,0,0
540,1,0,0,1,0,0,0,0,2018,11,19,1,0,0,0,0.0,0,1
541,2,1,0,1,0,0,0,7,2018,4,7,4,0,0,0,106.0,1,1
542,2,0,0,4,0,0,3,47,2018,9,27,4,0,0,0,130.61,1,0
543,2,0,2,3,3,0,0,117,2018,6,17,4,0,0,0,105.74,1,1
544,2,0,0,2,0,0,3,2,2018,6,10,4,0,0,0,136.0,1,1
545,2,0,0,1,0,0,0,26,2018,6,8,3,0,0,0,120.0,0,1
546,2,0,2,2,3,0,0,75,2018,12,2,4,0,0,0,74.8,1,1
547,2,0,0,2,1,0,0,256,2018,6,15,4,0,0,0,112.0,1,0
548,2,1,1,0,0,0,0,137,2018,8,21,4,0,0,0,121.5,2,1
549,2,0,0,4,0,0,0,92,2017,10,7,3,0,0,0,70.0,0,1
550,1,0,0,1,0,0,0,1,2018,11,29,3,0,0,0,75.0,0,1
551,2,0,0,1,0,0,0,18,2018,1,2,3,0,0,0,54.0,0,1
552,2,0,1,2,0,0,0,78,2018,3,25,4,0,0,0,100.0,0,0
553,1,0,0,1,0,0,3,8,2018,4,23,1,0,0,0,0.0,2,1
554,1,2,4,9,0,0,5,30,2018,11,2,4,0,0,0,186.22,0,0
555,2,0,2,0,3,0,0,117,2018,11,13,4,0,0,0,79.2,0,1
556,2,0,1,1,0,0,0,10,2018,3,19,4,0,0,0,103.0,0,1
557,2,0,2,2,0,0,0,56,2017,9,25,3,0,0,0,185.0,0,1
558,2,0,0,2,0,0,0,8,2017,10,20,4,0,0,0,135.0,1,1
559,2,0,2,0,1,0,0,386,2018,10,23,4,0,0,0,115.0,1,0
560,2,0,0,2,1,0,0,273,2017,7,17,4,0,0,0,109.0,0,0
561,2,0,0,1,0,0,0,33,2018,11,26,4,0,0,0,104.0,1,0
562,3,0,2,5,0,0,3,184,2018,8,3,4,0,0,0,130.05,3,1
563,2,0,1,3,0,0,0,232,2018,9,5,4,0,0,0,100.3,0,0
564,1,0,0,2,0,0,0,188,2018,6,15,4,0,0,0,130.0,0,0
565,2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,109.0,0,1
566,2,0,2,2,0,0,3,45,2018,10,7,4,0,0,0,139.5,1,0
567,1,0,0,1,0,0,0,1,2018,2,3,2,0,0,0,66.0,1,1
568,2,0,2,2,0,0,0,63,2018,9,3,4,0,0,0,106.88,2,1
569,2,0,2,2,0,0,3,89,2018,9,16,4,0,0,0,149.4,1,1
570,1,0,0,2,0,0,0,63,2018,4,26,4,0,0,0,109.35,2,1
571,2,0,0,3,0,0,0,304,2018,11,3,4,0,0,0,89.0,0,0
572,1,0,2,1,0,0,0,1,2018,4,9,4,0,0,0,115.0,1,1
573,1,0,0,1,0,0,0,51,2018,3,16,2,0,0,0,85.5,0,1
574,2,0,0,2,0,0,3,110,2018,4,20,4,0,0,0,90.95,0,1
575,2,0,2,1,0,0,3,20,2018,7,30,4,0,0,0,117.55,1,1
576,2,0,0,1,3,0,0,50,2018,10,19,4,0,0,0,108.0,1,0
577,2,0,0,3,0,0,3,48,2018,10,11,4,0,0,0,139.5,1,1
578,2,0,0,3,0,0,4,96,2018,9,13,4,0,0,0,129.88,0,0
579,2,0,1,4,0,0,0,148,2017,12,30,3,0,0,0,67.0,0,1
580,2,0,1,1,3,0,0,25,2018,10,3,4,0,0,0,129.0,1,0
581,2,0,2,5,0,0,0,148,2018,6,25,4,0,0,0,79.53,0,0
582,2,0,1,3,0,0,0,114,2018,8,22,3,0,0,0,72.25,0,1
583,1,0,0,2,1,0,0,257,2017,7,1,3,0,0,0,80.0,0,1
584,2,0,2,5,0,0,0,105,2018,6,11,4,0,0,0,119.85,2,1
585,1,0,1,2,0,0,0,4,2017,11,2,4,0,0,0,117.0,0,1
586,2,0,2,2,1,0,3,67,2017,9,6,1,0,0,0,29.0,1,1
587,2,0,2,2,0,1,0,61,2018,9,2,4,0,0,0,118.8,1,1
588,2,0,0,2,0,0,0,79,2018,12,30,3,0,0,0,192.03,1,1
589,3,0,0,1,0,0,0,74,2018,5,21,4,0,0,0,168.3,2,1
590,2,0,0,1,3,0,0,120,2018,5,12,4,0,0,0,72.76,0,1
591,2,0,0,3,0,0,0,157,2018,12,8,3,0,0,0,68.0,0,1
592,2,0,0,4,0,0,0,4,2018,1,6,4,0,0,0,89.0,0,1
593,2,0,2,5,0,0,3,46,2018,8,28,4,0,0,0,124.46,0,1
594,1,0,2,1,0,0,0,41,2018,3,13,2,0,0,0,70.33,0,1
595,3,0,1,4,0,0,3,84,2018,6,15,4,0,0,0,170.1,2,1
596,2,0,0,2,0,0,0,245,2018,6,17,4,0,0,0,75.0,0,0
597,2,0,0,3,0,0,3,27,2018,6,29,4,0,0,0,125.25,1,1
598,2,0,3,7,0,0,0,74,2017,7,27,4,0,0,0,55.9,0,1
599,2,0,1,2,0,0,0,85,2018,6,20,4,0,0,0,126.9,0,0
600,2,0,0,2,3,0,0,6,2018,2,26,4,0,0,0,79.0,0,0
601,2,0,2,3,0,0,0,256,2018,10,23,4,0,0,0,94.35,2,0
602,2,0,0,2,1,0,0,265,2018,6,24,4,0,0,0,109.0,0,0
603,2,0,2,3,0,0,3,64,2018,4,15,4,0,0,0,112.2,0,1
604,1,0,0,1,0,0,0,0,2017,10,1,2,0,0,0,109.0,1,1
605,1,0,0,2,0,0,0,91,2018,9,14,2,1,1,2,65.0,0,1
606,2,0,1,3,0,0,0,127,2018,4,28,3,0,0,0,90.0,0,1
607,2,0,0,3,0,0,0,73,2018,7,14,3,0,0,0,85.0,0,1
608,2,0,0,4,0,0,0,36,2018,12,28,4,0,0,0,168.73,0,1
609,2,0,1,3,0,0,0,17,2018,12,8,4,0,0,0,100.38,0,1
610,2,0,2,5,0,0,0,164,2018,7,27,4,0,0,0,99.45,0,0
611,2,0,0,1,0,0,0,0,2018,9,27,2,0,0,0,160.0,0,1
612,2,0,2,1,0,0,0,37,2018,10,2,4,0,0,0,126.0,1,1
613,3,0,1,2,0,0,0,191,2018,8,1,3,0,0,0,96.9,0,1
614,2,2,2,4,0,0,1,33,2017,10,17,4,0,0,0,95.0,2,1
615,2,0,2,1,0,0,0,32,2017,9,5,4,0,0,0,94.5,3,1
616,1,0,1,1,0,0,0,3,2017,9,7,3,0,0,0,98.8,0,1
617,2,0,2,1,3,0,0,53,2018,7,10,4,0,0,0,100.5,1,1
618,2,0,1,0,1,0,6,8,2018,6,19,1,1,0,1,0.0,1,1
619,2,0,2,1,0,0,0,107,2018,5,29,4,0,0,0,80.75,1,0
620,2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
621,2,0,1,2,0,0,0,84,2018,4,29,3,0,0,0,89.75,0,1
622,2,2,0,2,0,0,5,0,2017,8,25,4,0,0,0,156.0,1,1
623,2,0,1,1,0,0,3,1,2018,6,11,4,0,0,0,136.0,2,1
624,2,0,0,2,0,0,0,29,2018,12,2,2,0,0,0,85.0,1,1
625,2,0,0,4,0,0,3,41,2017,10,14,4,0,0,0,87.54,1,1
626,2,0,0,2,0,0,0,86,2017,9,9,2,0,0,0,100.0,0,1
627,2,0,2,2,0,0,0,167,2018,10,1,4,0,0,0,108.9,1,0
628,2,0,0,3,3,0,0,34,2018,6,14,4,0,0,0,107.1,1,1
629,2,0,1,2,0,0,0,101,2018,4,4,4,0,0,0,80.0,0,0
630,2,0,0,3,0,0,0,259,2018,5,5,4,0,0,0,90.0,0,0
631,2,0,0,2,0,0,0,122,2018,5,12,4,0,0,0,105.3,1,1
632,2,0,0,1,3,0,0,1,2018,2,11,4,0,0,0,80.0,2,1
633,2,0,0,2,0,1,3,107,2018,8,25,4,0,0,0,142.2,0,1
634,2,0,0,3,0,0,3,35,2018,4,5,4,0,0,0,131.4,1,1
635,1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1
636,2,0,0,2,0,0,0,4,2018,4,1,4,0,0,0,111.0,0,0
637,2,0,1,3,0,0,0,85,2018,10,6,3,0,0,0,85.0,1,1
638,3,0,0,4,0,0,3,137,2018,8,24,4,0,0,0,130.95,0,0
639,2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1
640,1,0,2,1,0,0,0,116,2018,2,28,3,0,0,0,82.0,0,1
641,2,0,2,2,0,1,0,34,2017,9,13,4,0,0,0,94.5,2,1
642,2,0,2,1,0,0,0,56,2018,8,28,4,0,0,0,109.8,0,0
643,2,0,2,4,0,0,0,149,2018,7,10,4,0,0,0,72.25,0,0
644,2,0,2,2,3,0,0,12,2018,2,6,4,0,0,0,55.72,0,1
645,3,0,1,1,0,0,3,52,2018,10,17,4,0,0,0,158.4,1,0
646,2,0,1,4,0,0,3,191,2018,3,30,3,0,0,0,69.0,0,1
647,2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1
648,2,0,0,3,0,0,3,57,2018,12,29,4,0,0,0,219.6,0,0
649,1,0,2,3,0,0,0,9,2018,1,8,3,0,0,0,44.8,0,1
650,2,0,0,1,3,0,0,7,2018,10,26,4,0,0,0,120.0,0,1
651,2,0,1,2,0,0,0,78,2018,3,25,4,0,0,0,100.0,0,0
652,2,0,0,1,3,0,0,0,2018,6,7,4,0,0,0,109.0,0,1
653,0,2,1,2,0,0,1,78,2018,8,19,4,0,0,0,115.68,1,1
654,2,0,1,2,0,0,0,31,2018,9,16,3,0,0,0,75.0,0,1
655,2,0,0,2,1,0,4,37,2018,6,17,3,0,0,0,134.1,1,1
656,2,0,2,1,0,0,3,8,2018,5,29,4,0,0,0,124.1,1,1
657,4,0,0,2,0,0,6,32,2018,8,17,4,0,0,0,214.75,1,1
658,2,0,1,2,0,0,0,48,2018,10,31,3,0,0,0,75.0,0,1
659,2,0,1,2,0,0,0,89,2017,11,23,4,0,0,0,72.25,2,1
660,1,0,1,0,0,0,0,0,2018,3,7,2,0,0,0,80.0,0,1
661,2,0,0,1,0,0,0,15,2018,9,20,4,0,0,0,139.0,1,1
662,1,0,0,1,0,0,0,10,2018,1,28,2,0,0,0,66.0,0,1
663,1,0,0,3,0,0,0,43,2018,5,31,4,0,0,0,115.5,0,1
664,2,1,1,1,0,1,0,27,2018,8,8,4,0,0,0,195.5,2,1
665,2,0,2,0,1,0,0,386,2018,10,23,4,0,0,0,115.0,1,0
666,1,0,0,1,1,0,0,72,2017,9,18,3,0,0,0,84.0,0,1
667,2,0,2,1,3,0,0,10,2018,10,16,4,0,0,0,107.8,3,1
668,2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1
669,2,0,2,3,0,0,0,170,2018,4,8,3,0,0,0,78.0,0,1
670,1,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,90.0,0,1
